1,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
1,2,118.41,331.89,141.23999999999998,61.09000000000003,1,1,1.0
1,3,732.83,263.9,74.59999999999991,43.200000000000045,1,1,1.0
2,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
2,2,105.25,335.68,131.38,61.089999999999975,1,1,1.0
2,3,718.81,265.91,75.25,43.19999999999999,1,1,1.0
3,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
3,2,92.1,339.46,121.51000000000002,61.09000000000003,1,1,1.0
3,3,704.78,267.92,75.91000000000008,43.19999999999999,1,1,1.0
4,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
4,2,78.94,343.25,111.66,61.089999999999975,1,1,1.0
4,3,690.76,269.93,76.56000000000006,43.19999999999999,1,1,1.0
5,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
5,2,65.78,347.04,101.80000000000001,61.089999999999975,1,1,1.0
5,3,676.74,271.95,77.21000000000004,43.19999999999999,1,1,1.0
6,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
6,2,52.63,350.82,91.93,61.09000000000003,1,1,1.0
6,3,662.71,273.96,77.87,43.200000000000045,1,1,1.0
7,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
7,2,39.47,354.61,82.07000000000001,61.089999999999975,1,1,1.0
7,3,648.69,275.97,78.51999999999998,43.19999999999999,1,1,1.0
8,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
8,2,26.31,358.4,72.21,61.09000000000003,1,1,1.0
8,3,634.67,277.98,79.17000000000007,43.19999999999999,1,1,1.0
9,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
9,2,13.16,362.18,62.35000000000001,61.089999999999975,1,1,1.0
9,3,620.64,279.99,79.83000000000004,43.19999999999999,1,1,1.0
10,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
10,2,0.0,365.97,52.49,61.089999999999975,1,1,1.0
10,3,606.62,282.01,80.48000000000002,43.19999999999999,1,1,1.0
11,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
11,3,587.09,285.08,82.10000000000002,44.53000000000003,1,1,1.0
12,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
12,3,567.57,288.15,83.69999999999993,45.860000000000014,1,1,1.0
13,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
13,3,548.04,291.22,85.32000000000005,47.19,1,1,1.0
14,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
14,3,528.52,294.3,86.93000000000006,48.51999999999998,1,1,1.0
15,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
15,3,508.99,297.37,88.54999999999995,49.85000000000002,1,1,1.0
16,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
16,3,489.47,300.44,90.14999999999998,51.18000000000001,1,1,1.0
17,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
17,3,469.94,303.52,91.77000000000004,52.50999999999999,1,1,1.0
18,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
18,3,450.42,306.59,93.37999999999994,53.84000000000003,1,1,1.0
19,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
19,3,430.89,309.66,94.99000000000001,55.16999999999996,1,1,1.0
20,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
20,3,411.37,312.74,96.60000000000002,56.5,1,1,1.0
21,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
21,3,391.84,315.81,98.22000000000003,57.829999999999984,1,1,1.0
22,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
22,3,372.32,318.88,99.82999999999998,59.160000000000025,1,1,1.0
23,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
23,3,352.79,321.96,101.44,60.49000000000001,1,1,1.0
24,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
24,3,333.27,325.03,103.05000000000001,61.82000000000005,1,1,1.0
25,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
25,3,313.74,328.1,104.67000000000002,63.14999999999998,1,1,1.0
26,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
26,3,294.21,331.17,106.28000000000003,64.47999999999996,1,1,1.0
27,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
27,3,274.69,334.25,107.88999999999999,65.81,1,1,1.0
28,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
28,3,255.16,337.32,109.51000000000002,67.13999999999999,1,1,1.0
29,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
29,3,235.64,340.39,111.11000000000001,68.47000000000003,1,1,1.0
30,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
30,3,216.11,343.47,112.72999999999996,69.79999999999995,1,1,1.0
31,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
31,3,196.59,346.54,114.34,71.13,1,1,1.0
32,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
32,3,177.06,349.61,115.95999999999998,72.45999999999998,1,1,1.0
33,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
33,3,157.54,352.69,117.56000000000003,73.79000000000002,1,1,1.0
34,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
34,3,138.01,355.76,119.18,75.12,1,1,1.0
35,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
35,3,118.49,358.83,120.79,76.44999999999999,1,1,1.0
36,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
36,3,98.96,361.9,122.40000000000002,77.78000000000003,1,1,1.0
37,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
37,3,79.44,364.98,124.00999999999999,79.10999999999996,1,1,1.0
38,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
38,3,59.91,368.05,125.63,80.44,1,1,1.0
39,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
39,3,40.39,371.12,127.24,81.76999999999998,1,1,1.0
40,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
40,3,20.86,374.2,128.85000000000002,83.10000000000002,1,1,1.0
41,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
41,3,1.34,377.27,130.46,84.43,1,1,1.0
42,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
42,3,0.89,385.99,102.28,77.77999999999997,1,1,1.0
43,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
43,3,0.45,394.71,74.1,71.12,1,1,1.0
44,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
45,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
46,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
47,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
48,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
49,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
50,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
51,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
52,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
53,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
54,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
55,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
56,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
57,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
58,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
59,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
60,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
61,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
62,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
63,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
64,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
65,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
66,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
67,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
68,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
69,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
69,4,855.98,223.69,103.30999999999995,86.26999999999998,1,1,1.0
70,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
70,4,848.66,224.67,109.66000000000008,87.28999999999999,1,1,1.0
71,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
71,4,841.33,225.64,116.01999999999998,88.32,1,1,1.0
72,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
72,4,834.01,226.62,122.36000000000001,89.32999999999998,1,1,1.0
73,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
73,4,826.69,227.59,128.70999999999992,90.35999999999999,1,1,1.0
74,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
74,4,819.36,228.57,135.05999999999995,91.38,1,1,1.0
75,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
75,4,812.04,229.55,141.41000000000008,92.39999999999998,1,1,1.0
76,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
76,4,804.72,230.52,147.75,93.41999999999999,1,1,1.0
77,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
77,4,797.39,231.5,154.11,94.44,1,1,1.0
78,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
78,4,790.07,232.47,160.44999999999993,95.47,1,1,1.0
79,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
79,4,782.75,233.45,166.79999999999995,96.48000000000002,1,1,1.0
80,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
80,4,775.42,234.42,173.1500000000001,97.51000000000002,1,1,1.0
81,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
81,4,768.1,235.4,179.5,98.53,1,1,1.0
82,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
82,4,757.81,236.52,182.6400000000001,100.06999999999996,1,1,1.0
83,1,205.31,247.05,100.69999999999999,48.110000000000014,1,1,1.0
